id,provider,title,description,skill level,is_paid,class,URL
153,simplilearn,Full Stack Developer - MEAN Stack,"This program will advance your career as a MEAN stack developer. You’ll learn top skills such as MongoDB, Express.js, Angular, and Node.js (“MEAN”), plus GIT, HTML, CSS, and JavaScript to build and deploy interactive applications and services throughout this Full Stack MEAN Developer program. Full Stack Web Developer Mean Stack course provides complete knowledge of software development and testing technologies such as JavaScript, Node.js, Angular, Docker, and Protractor. You'll build an end-to-end application, test and deploy code, and store data using MongoDB. Get started with the Full Stack Web Developer - MEAN Stack Program and explore everything about the program. This course introduces you to the fundamentals of web development, Agile and Scrum methodologies, HTML, CSS, and JavaScript to create expressive and dynamic websites; and GIT to manage version control systems. In this course, you will learn the differences between front and back-end web development by using tools like Angular and Node.js. You will evaluate test cases and errors using TypeScript to build fast and scalable server-side networking applications. Equip yourself with the advanced skills that you need to work with Node.js and Express.js. You will create and design Rest APIs and leverage MongoDB to store your data in a highly scalable, flexible, and distributed NoSQL database. Finally, you will deploy a scalable and dynamic application. This module will introduce you to testing and how it fits in the software development lifecycle. It will provide you with hands-on training in full-stack development using GraphQL and React, API testing with Postman, and how to deploy and host your website in the cloud. This Full Stack Web Developer - MEAN Stack program will give you an opportunity to implement the skills you learned. Through dedicated mentoring sessions, you’ll learn how to solve real-world, industry-aligned problems. The project is the final step in the learning path and will enable you to showcase your expertise in end-to-end web development to future employers.",beginner,yes,paid,https://www.simplilearn.com/full-stack-web-developer-mean-stack-certification-training
154,simplilearn,Artificial Intelligence Engineer,"Accelerate your career with this Master's in Artificial Intelligence in conjunction with IBM. Masters in AI includes industry-relevant courses, such as Data Science with Python, Machine Learning, Deep Learning, NLP, and Chat GPT and also features hackathons and AMA sessions hosted by IBM. Get job-ready in the AI domain with Capstone projects, practical labs, live sessions, and hands-on projects. The Masters in Artificial Intelligence, created in partnership with IBM, introduces students to blended learning and prepares them to be specialists in AI and Data Science. In Armonk, New York, IBM is a significant cognitive service and integrated cloud solution firm that provides many technology and consulting solutions. Every year, IBM invests $6 billion in research & development and has won five Nobel prizes, nine US National Medals of Technology, five US National Medals of Science, six Turing Awards, and ten US Inventors Hall of Fame inductions. IBM is a leader in AI and Machine Learning technology verticals for 2021. This AI masters will prepare students for Artificial Intelligence, and Data Analytics careers. You will obtain certificates from IBM and Simplilearn upon completing these courses. These certificates will attest to your abilities as an expert in AI. In addition, you will receive the following: Masterclass by IBM experts. Ask me anything during sessions with IBM leadership. Hackathons conducted by IBM. Industry-recognized course completion certificate from Simplilearn. Simplilearn and IBM collaborated on a Masters in AI that combines AI, Data Science, Machine Learning, and Deep Learning, allowing for the real-world application of sophisticated tools and models. This AI Masters Program will teach you the principles of statistics for machine learning, python programming, data visualization, and feature engineering. These courses will teach you how to use Python libraries like TensorFlow, Matplotlib, and Scikit-learn, as well as essential Machine Learning techniques like supervised and unsupervised learning and advanced concepts like artificial neural networks, layers of data, and feature extraction and TensorFlow. Artificial intelligence and machine learning will substantially impact all aspects of daily life in the near future, with applications in healthcare, aviation, finance, logistics, and customer support. A job in AI puts you on the fast road to a dynamic, ever-changing industry that is predicted to grow significantly and beyond once you complete the training.",beginner,yes,paid,https://www.simplilearn.com/masters-in-artificial-intelligence
155,simplilearn,Big Data Hadoop Certification Training Course,"Simplilearn’s Big Data Hadoop course lets you master the concepts of the Hadoop framework, Big data tools, and methodologies. Achieving a Big Data Hadoop certification prepares you for success as a Big Data Developer. This Big Data and Hadoop training help you understand how the various components of the Hadoop ecosystem fit into the Big Data processing lifecycle. Take this Big Data and Hadoop online training to explore Spark applications, parallel processing, and functional programming. The Big Data course is designed to give you an in-depth knowledge of the Big Data framework using Hadoop and Spark. In this hands-on Hadoop course, you will execute real-life, industry-based projects using Integrated Lab. Skills covered: Realtime data processing, Functional programming, Spark applications, Parallel processing, Spark RDD optimization techniques, Spark SQL.",any,yes,paid,https://www.simplilearn.com/big-data-and-analytics/big-data-and-hadoop-training#trainingOptions
156,codeworks,Software Engineering Immersive Courses,"Advanced JavaScript, unit testing, fundamentals of other programming languages, data structures, algorithms, complexity analysis, networking (Internet, HTTP, WebSocket). Back-end frameworks (Node, Express, Koa, GraphQL), databases (SQL, MongoDB, Redis), advanced HTML and CSS. Front-end frameworks (Angular, React), end-to-end testing. Security threats, authentication, personal project, automated tasks. First group project, end-to-end testing, advanced state management. Second group project, continuous deployment, DevOps (Docker), demos. Portfolio preparation, tech interview training, career support, systems architecture, open source contributions.",any,yes,bootcamp,https://codeworks.me/software-engineering-bootcamp/
157,codeworks,Web Development Immersive Courses,"Advanced JavaScript, unit testing, fundamentals of other programming languages, data structures, algorithms, complexity analysis, networking (Internet, HTTP, WebSocket). Back-end frameworks (Node, Express, Koa, GraphQL), databases (SQL, MongoDB, Redis), advanced HTML and CSS. Front-end frameworks (Angular, React), end-to-end testing. Security threats, authentication, personal project, automated tasks, demos, portfolio preparation, job interview training, hiring support.",any,yes,bootcamp,https://codeworks.me/web-development-course/
158,university of birmingham,Applied Cyber Security Boot Camp,"Big data needs big protection. In just the last two years, 90 percent of the world’s data has been created*. As computer networks grow, so too does the quantity of vulnerable information. University of Birmingham Applied Cyber Security Boot Camp is a challenging, part-time program that takes a multidisciplinary approach to attaining proficiency in IT, networking, and modern information security, throughout the course of 24 intensive weeks. Gain experience with a host of popular tools such as Wireshark, Kali Linux, Metasploit, Nessus, and more. Learn skills applicable to certifications such as the CompTIA Security+, Network+, Linux+, Server+, Cloud+, and certified Ethical Hacker (CEH). Advance your skill set even if you’re currently employed or in school through convenient weekday classes. Benefit from a comprehensive set of career services to help equip you for success as you work to change career paths or advance in your current position. You’ll learn from skilled instructors and gain real-world experience by collaborating with your peers. Through hands-on application, you’ll gain the confidence you need to tap into the industry. The curriculum* will dive into the foundational skills for cybersecurity, including: Networking: Packet Analysis, Wireshark, Systems: Windows and Linux Administration Techniques, Windows and Linux Hardening, Cybersecurity: Secure Network Design and Architecture, Risk Management, Cryptography, Vulnerability Assessment, Identity and Access Management, Cloud Security, Ethical hacking and penetration:Kali Linux, Metasploit, Hashcat, Burp Suite, Web Vulnerabilities and Security, Cybersecurity careers:, Digital Forensics Methods, Penetration Testing, Vulnerability Assessment, Security Operations and Analytics, Programming and scripting: Bash Scripting, PowerShell Scripting.",any,yes,bootcamp,https://bootcamp.birmingham.ac.uk/cybersecurity/
159,capslock,Cyber Security Bootcamp,"You will undertake the course as a Trainee Cyber Security Consultant, working in a small team to solve real hands-on problems with the support of experienced instructors. You will work within a case-study business which simulates the real cyber security workplace. Understand why cyber security exists and where it sits within an organisation. You will learn how cyber security is measured, how to help organisations develop effective cyber security culture, and be introduced to threats such as social engineering. In the first 2 weeks, you will get to know your team mates and develop the foundations of your cyber security understanding. We introduce you to governance, risk, and compliance (GRC), and how these concepts underpin the existence of cyber security. You'll develop your networking fundamentals and begin to consider an organisation's security architecture by working on real scenario-based problems. Now halfway through the course, you will have developed a good understanding of cyber security principles. Using that knowledge, you will begin to work on more complex exercises, such as Endpoint Protection, Cloud Security, Digital Forensics, Access Control and other applied security areas. You will use your new skills from problem areas 1-2 in new scenarios to further develop your understanding. You will continue to develop your understanding of the cyber security threat landscape and apply this understanding in the context of penetration testing (often referred to as red teaming or ethical hacking) and security operations (often known as blue-teaming or SOC). You will learn how to apply skills such as reconnaissance, malware analysis, threat intelligence, and log analysis in simulated scenarios. In this final problem area, you will use all of your new skills to tackle big picture problems such as incident management & response and strategic business resilience. You will also consider topics such as physical security and industrial control systems.",any,yes,bootcamp,https://capslock.ac/the-course
160,reed,SQL Programming: The SQL Database Programming Fundamentals,"Hello and welcome to SQL Programming: The SQL Database Programming Fundamentals 2023 Complete Training. Mastering how to build, work with, handle and manage databases can be a very useful and powerful skill for any programmer, developer and also, non-programmers. And by the end of this course you'll be able to build, work with and manage databases easily and in no time! This is a very powerful tool for everyone who wants to become a professional developer, engineer or data scientist. Structure Query Language (SQL) is one of the most important skills that any programmer, developer, engineer or even an expert must possess, who wants to succeed in his practical life. It really facilitates a lot and a lot in accessing and manipulating data. What you'll learn: SQL tools and the working environments. Selecting, Modifying, Inserting, Updating and deleting Data. Working with Different data types and operations in SQL. Sorting and limiting tables. Powerful SQL functions and aggregation. Building Database and tables easily and handling them. Setting rules to tables data. Managing and Joining Multiple tables at the same time. Set Conditions and insert the true values in a column in the result-set. Handling the result-set headers. Solve the the useful exercise of this training to apply everything you learnt. Get the Instructor QA Support.",any,yes,paid,https://www.reed.co.uk/courses/sql-programming-the-sql-database-programming-fundamentals/331788#/courses/database/beginner
161,linkedin,Full Stack Web Developer,"Get the skills to work with both back-end and front-end technologies as a full-stack developer. You'll develop a solid foundation for working with servers and host configurations, performing database integrations, and creating dynamic, data-driven websites. Learn how to write HTML, the programming language that powers the web. Explore the concepts that form the foundation of CSS. Learn how to select content, style text, manage layouts, and more as you work on a real-world project. Get hands-on experience scripting in JavaScript. Learn how to work with objects, variables, data types, conditionals, functions, loops, the DOM, and more. Learn effective search skills such as identifying reliable sources, learning where and how to find information, and participating in online communities. Bring your JavaScript code up to modern standards. Learn how to use the latest features in ECMAScript 6+ to add functionality to your apps and simplify your code. Learn about the basics of Git and get comfortable working with Git, as well as GitHub Star and Microsoft MVP, on your own projects. React is a great choice for dynamic, data-driven user experiences. Learn how to create browser-based apps and websites with the component-based React.js library. Learn the essentials of Node.js. Discover what you need to know to start creating your own JavaScript applications with Node.js. Prepare for the data-driven future by learning how to manage relational databases with SQL. Get a high-level view of the basics of NoSQL, from how it differs from relational databases to its pros and cons. Learn the basics of REST APIs. Discover what they are, why they matter, and how putting REST APIs to use can help you build faster, more efficient applications. Learn how DevOps can help you establish a culture of collaboration and communication between software engineers (Dev) and IT operations (Ops).",any,yes,paid,https://www.linkedin.com/learning/paths/become-a-full-stack-web-developer
162,linkedin,Become a Programmer: Foundations,"Programmers are in higher demand today than ever before. Get the essential skills and tools to become a successful software engineer, and learn the fundamental concepts and practices that are critical to the task of coding—no matter what language you choose. Prepare to learn the fundamental concepts, practices, and terminology of programming in this introductory course. Dive deeper into the foundational concepts, practices, and terminology of programming. Learn how to work with collections, use external code, find and fix bugs, and more. Learn how to connect programming theory to practice. Learn about basic programming concepts such as functions, variables, and loops by comparing them to real-life scenarios. Good software starts with great design. Get a fun and fresh introduction to object-oriented design and analysis—from defining requirements to diagramming classes. Algorithms are the universal building blocks of programming. Learn the most popular and useful programming algorithms for searching and sorting data, counting values, and more. Learn about programming with data structures. Discover how to store, organize, and access data using data structures such as arrays, linked lists, stacks, queues, and hash tables. Learn about key object-oriented design patterns (including the Observer, Decorator, and Factory patterns) that make your development process faster and easier. Learn the fundamentals of database programming. Find out how to build a database, define relationships, and write queries. Explore the basic tools and concepts of memory management in common programming languages like C and Python. Learn all about web services—the standard method of communicating between applications and across the web—and see how to build them using several popular technologies. Learn how to incorporate security into the software development life cycle. Add secure coding practices to agile processes to protect data and prevent recurring flaws. Improve your software quality and delivery speed. Learn how to adopt a test-driven development process to build testing into your daily routine. Learn how to incorporate different kinds of software testing into your development cycle to help your team meet quality goals with every release.",any,yes,paid,https://www.linkedin.com/learning/paths/become-a-programmer-foundations
163,next.js,Learn Next.js Foundations,"To effectively use Next.js, it helps to be familiar with JavaScript, React, and related web development concepts. But JavaScript and React are vast topics. How do you know when you’re ready to learn Next.js? Welcome to the Next.js Foundations course! This beginner-friendly, example-led course will guide you through the prerequisite knowledge for Next.js. You will build a simple project step-by-step; starting with a JavaScript application, then migrating it to React and Next.js. Each section builds on the previous one, so you can choose where to start depending on what you already know. Next.js is a flexible React framework that gives you building blocks to create fast web applications. But what exactly do we mean by this? Let’s spend some time expanding on what React and Next.js are and how they can help. Building Blocks of a Web Application. There are a few things you need to consider when building modern applications. Such as: User Interface - how users will consume and interact with your application. Routing - how users navigate between different parts of your application. Data Fetching - where your data lives and how to get it. Rendering - when and where you render static or dynamic content. Integrations - what third-party services you use (CMS, auth, payments, etc) and how you connect to them. Infrastructure - where you deploy, store, and run your application code (Serverless, CDN, Edge, etc). Performance - how to optimize your application for end-users. Scalability - how your application adapts as your team, data, and traffic grow. Developer Experience - your team’s experience building and maintaining your application. For each part of your application, you will need to decide whether you will build a solution yourself or use other tools such as libraries and frameworks.",any,no,free,https://nextjs.org/learn/foundations/about-nextjs
164,google,Modernizing Data Lakes and Data Warehouses with Google Cloud,"The two key components of any data pipeline are data lakes and warehouses. This course highlights use-cases for each type of storage and dives into the available data lake and warehouse solutions on Google Cloud in technical detail. Also, this course describes the role of a data engineer, the benefits of a successful data pipeline to business operations, and examines why data engineering should be done in a cloud environment. This is the first course of the Data Engineering on Google Cloud series. After completing this course, enroll in the Building Batch Data Pipelines on Google Cloud course. Differentiate between data lakes and data warehouses. Explore use-cases for each type of storage and the available data lake and warehouse solutions on Google Cloud. Discuss the role of a data engineer and the benefits of a successful data pipeline to business operations. Examine why data engineering should be done in a cloud environment. This module introduces the Data Engineering on Google Cloud source series and this Modernizing Data Lakes and Data Warehouses with Google Cloud course. This module discusses the role of data engineering and motivates the claim why data engineering should be done in the Cloud. In this module, we describe what data lake is and how to use Cloud Storage as your data lake on Google Cloud. In this module, we talk about BigQuery as a data warehousing option on Google Cloud.",any,no,free,https://www.cloudskillsboost.google/course_templates/54
165,youtube,Google BigQuery Tutorial,Google Big Query is part of the Google Cloud Platform and provides a data warehouse on demand. You can upload structured data into tables and use Google's cloud infrastructure to quickly analyze millions of data rows in seconds. In this video I’m going to give you a quick overview of how you can use Big Query as well.,any,no,free,https://www.youtube.com/watch?v=MH5M2Crn6Ag
166,datacamp,Database Design,"A good database design is crucial for a high-performance application. Just like you wouldn't start building a house without the benefit of a blueprint, you need to think about how your data will be stored beforehand. Taking the time to design a database saves time and frustration later on, and a well-designed database ensures ease of access and retrieval of information. While choosing a design, a lot of considerations have to be accounted for. In this course, you'll learn how to process, store, and organize data in an efficient way. You'll see how to structure data through normalization and present your data with views. Finally, you'll learn how to manage your database and all of this will be done on a variety of datasets from book sales, car rentals, to music reviews.",any,yes,paid,https://www.datacamp.com/courses/database-design
167,udemy,Zero To Hero in Microsoft Excel: Complete Excel Guide 2023,"This course covers everything you need to crack advanced MS Excel in the professional work place. Below are the Excel course contents of this complete and concise course on Microsoft Excel: Introduction - In this video, the structure and contents of the course are discussed. Mathematical Functions - This lecture covers Mathematical formulas such as SUM, AVERAGE,RAND, MIN & MAX, SUMPRODUCT. Textual Formulas - This Excel lecture covers Textual formulas such as TRIM, CONCATENATE, SUBSTITUTE, UPPER & LOWER, LENGTH, LEFT, RIGHT & MID. Logical Formulas - This lecture covers Logical formulas such as AND & OR, IF, COUNTIF, SUMIF. Date-time (Temporal) Formulas - This lecture covers Date-time related functions such as TODAY & NOW, DAY, MONTH & YEAR, DATEDIF & DAYS. Lookup Formulas - This Excel lecture covers Lookup formulas such as VLOOKUP, HLOOKUP, INDEX, MATCH. Data Tools - This lecture covers Data operating tools such as Data Sorting and Filtering, Data validation, Removing duplicates, Importing Data (Text-to-columns). Formatting data and tables - This Excel lecture covers data formatting options such as coloring, changing font, alignments and table formatting options such as adding borders, having highlighted table headers, banded rows etc. Pivot Tables - This Excel lecture covers Pivot tables end-to-end. Charts - This Excel lecture covers charts such as, Bar/ Column chart, Line Chart, Scatter Plot, Pie & Doughnut charts, Statistical Chart - Histogram, Waterfall, Sparklines. Excel Shortcuts - This lecture will introduce you to some important shortcuts and teach you how to find out the shortcut for any particular excel operation. Analytics in Excel - This Excel lecture covers the data analytics options available in Excel such as Regression, Solving linear programming problem (Minimization or Maximization problems), What-if (Goal Seek and Scenario Manager). Macros - This lecture covers the process of recording a Macro, running a Macro and creating a button to run a Macro. Bonus Lectures - Waterfall chart in Excel 2016 and previous versions of Excel, Infographics 1: Cool charts, Infographics 2: Cool charts. And so much more! By the end of this course, your confidence in using MS Excel will soar. You will learn how Microsoft Excel can play a pivotal role in data analysis and related field. You'll also have a thorough understanding of how to use Microsoft Excel for study or as a career opportunity.",beginner,yes,paid,https://www.udemy.com/course/excel-quick-start-guide-from-beginner-to-expert/
168,google,Get started using Google Analytics,"After completing this Google Analytics learning path, you'll be able to: Understand how Google Analytics collects and processes data. Set up your Analytics account in a way that supports your business objectives. Describe how data is compiled into reports in Analytics",beginner,no,free,https://skillshop.exceedlms.com/student/path/997981-get-started-using-google-analytics?sid=4f98376b-6deb-46ed-99e1-a4901388ca2c&sid_i=0
169,datacamp,A/B Testing in Python,"In this course, you will dive into the world of A/B testing, gain a deep understanding of the practical use cases, and learn to design, run, and analyze these A/B tests in Python. You’ll start by learning how to define the right metrics before learning how to estimate the appropriate sample size and duration to yield conclusive results. Throughout this course, you’ll use a range of Python packages to help with A/B testing, including statsmodels, scipy, and pingouin. By the end of the course, you will be able to run the necessary sanity checks that guarantee accurate results, master the art of p-values, and analyze the results of A/B tests with ease and confidence to guide the most critical business decisions. In this chapter, you’ll learn the foundations of A/B testing. You’ll explore clear steps and use cases, learn the reasons and value of designing and running A/B tests, and discover the most commonly used metrics design and estimation frameworks. In Chapter 2, you’ll cover the experiment design process. Starting with learning how to formulate strong A/B testing hypotheses, you’ll also cover statistical concepts such as power, error rates, and minimum detectable effects. You’ll finish the chapter by learning to estimate the appropriate sample size needed to yield conclusive results and tackle scenarios with multiple comparisons. Here, you’ll discover a concrete workflow for cleaning, preprocessing, and exploring AB testing data, as well as learn the necessary sanity checks we need to follow to ensure valid results. You’ll explore a detailed explanation and example of analyzing difference in proportions A/B tests. In the final chapter, you’ll develop frameworks for analyzing differences in means and leveraging non-parametric tests when several assumptions aren't met. You’ll also learn how to apply the Delta method when analyzing ratio metrics and discover the best practices and some advanced topics to continue the A/B testing mastery journey.",beginner,yes,paid,https://www.datacamp.com/courses/ab-testing-in-python
170,postgresql,PostgreSQL Tutorial,"Welcome to the PostgreSQLTutorial.com website! This PostgreSQL tutorial helps you understand PostgreSQL quickly. You’ll master PostgreSQL very fast through many practical examples and apply the knowledge in developing applications using PostgreSQL. If you are: Looking for learning PostgreSQL fast. Developing applications using PostgreSQL as the back-end database management system. Migrating from other database management systems such as MySQL, Oracle, and Microsoft SQL Server to PostgreSQL. You’ll find all you need to know to get started with PostgreSQL quickly and effectively here on this website. PostgreSQL tutorial demonstrates many unique features of PostgreSQL that make it the most advanced open-source database management system. This section helps you get started with PostgreSQL by showing you how to install PostgreSQL on Windows, Linux, and macOS. You also learn how to connect to PostgreSQL using the psql tool as well as how to load a sample database into the PostgreSQL for practicing.",beginner,no,free,https://www.postgresqltutorial.com/
171,mongodb,MongoDB Getting Started,This tutorial walks you through inserting test data into a MongoDB database and querying that data using the documentation's embedded web shell. You do not need to deploy or install MongoDB to complete this tutorial. This tutorial walks you through inserting test data into a MongoDB database and querying that data using the documentation's embedded web shell. You do not need to deploy or install MongoDB to complete this tutorial.,any,no,free,https://www.mongodb.com/docs/manual/tutorial/getting-started/
172,microsoft,SQL Server Tutorial,"SQL Server provides tutorials to help you learn new technologies and features. Tutorials for earlier versions can usually be used with more recent versions. When tutorials address a newer feature, they will indicate the minimum version to complete the tutorial.",any,no,free,https://learn.microsoft.com/en-us/sql/sql-server/tutorials-for-sql-server-2016?view=sql-server-ver16
173,mariadb,MariaDB Tutorial,"MariaDB is an open-source relational database management system (RDBMS) that is a highly compatible drop-in replacement of MySQL. MariaDB was developed as a software fork of MySQL in 2009 in response to Oracle’s acquisition of MySQL. MariaDB intends to remain free and open-source software under the GNU General Public License. The MariaDB tutorial website provides you with practical knowledge and skills so that you can master MariaDB quickly. To get the best out of the tutorials, you should be familiar with RDBMS concepts. However, it is not required.",any,no,free,https://www.mariadbtutorial.com/
174,oracle,Oracle Tutorial,"If you are looking for learning Oracle Database from scratch, you are at the right place. On this website, you can learn Oracle Database fast and easily. This Oracle tutorial was designed for absolute beginners who have never worked with any relational database system, especially the Oracle Database. If you are already familiar with the Oracle database, you can find a lot of useful information on the new Oracle database features and advanced techniques.",any,no,free,https://www.oracletutorial.com/
175,redis,Get Started with Redis,"Redis is an open source (BSD licensed), in-memory data structure store used as a database, cache, message broker, and streaming engine. Redis provides data structures such as strings, hashes, lists, sets, sorted sets with range queries, bitmaps, hyperloglogs, geospatial indexes, and streams. Redis has built-in replication, Lua scripting, LRU eviction, transactions, and different levels of on-disk persistence, and provides high availability via Redis Sentinel and automatic partitioning with Redis Cluster. You can run atomic operations on these types, like appending to a string; incrementing the value in a hash; pushing an element to a list; computing set intersection, union and difference; or getting the member with highest ranking in a sorted set. To achieve top performance, Redis works with an in-memory dataset. Depending on your use case, Redis can persist your data either by periodically dumping the dataset to disk or by appending each command to a disk-based log. You can also disable persistence if you just need a feature-rich, networked, in-memory cache. Redis supports asynchronous replication, with fast non-blocking synchronization and auto-reconnection with partial resynchronization on net split.",any,no,free,https://redis.io/docs/getting-started/
176,sqlite,SQLite Tutorial,"This SQLite tutorial teaches you everything you need to know to start using SQLite effectively. In this tutorial, you will learn SQLite step by step through extensive hands-on practice. This SQLite tutorial is designed for developers who want to use SQLite as the back-end database or to manage structured data in applications, including desktop, web, and mobile apps; SQLite is an open-source, zero-configuration, self-contained, stand-alone, transaction relational database engine designed to be embedded into an application.",any,no,free,https://www.sqlitetutorial.net/
177,google,Building a web application with Angular and Firebase,"In this codelab, we'll build a web kanban board with Angular and Firebase! Our final app will have three categories of tasks: backlog, in progress, and completed. We'll be able to create, delete tasks, and transfer them from one category to another using drag and drop. We'll develop the user interface using Angular and use Firestore as our persistent store. At the end of the codelab we'll deploy the app to Firebase Hosting using the Angular CLI. How to use Angular material and the CDK. How to add Firebase integration to your Angular app. How to keep your persistent data in Firestore. How to deploy your app to Firebase Hosting using the Angular CLI with a single command.",any,no,free,https://developers.google.com/codelabs/building-a-web-app-with-angular-and-firebase#0
178,microsoft,Microsoft Certified: Azure Fundamentals,"Whether you’re new to the field or a seasoned professional, mastering the basics in Microsoft Azure can help you jump-start your career and prepare you to dive deeper into the many technical opportunities Azure offers. This certification validates your foundational knowledge of cloud concepts in general and Azure in particular. As a candidate for this certification, you can describe Azure architectural components and Azure services, such as compute, networking, and storage, as well as features and tools to secure, govern, and administer Azure. The Microsoft Certified: Azure Fundamentals certification could be a great fit for you if you’d like to: Prove your knowledge of cloud computing concepts, models, and services, such as public, private, and hybrid cloud, in addition to infrastructure as a service (IaaS), platform as a service (PaaS), and software as a service (SaaS). Show your expertise on how Azure supports security, privacy, compliance, and trust. It’s recommended to have skills and experience working with an area of IT, such as infrastructure management, database management, or software development. You can use your Azure Fundamentals certification to reinforce your basics for other Azure role-based or specialty certifications, but it isn’t a prerequisite for any of them. To prepare for the exam, we recommend that you: Fully understand the skills measured. Study the relevant self-paced content on Microsoft Learn, attend a Microsoft Azure Virtual Training Day: Fundamentals, or sign up for an instructor-led training event with a Microsoft Learning Partner. Take the free Practice Assessment to validate your knowledge. Get a trial subscription and give it a try. Check out Master the basics with the Azure Fundamentals certification to learn more about this certification and how to get ready.",any,no,free,https://learn.microsoft.com/en-gb/certifications/azure-fundamentals/
179,heroku,Getting Started on Heroku,Step-by-step guides for deploying your first app and mastering the basics of Heroku.,any,no,free,https://devcenter.heroku.com/start
180,node.js,Introduction to Node.js,"Getting started guide to Node.js, the server-side JavaScript runtime environment. Node.js is built on top of the Google Chrome V8 JavaScript engine, and it's mainly used to create web servers - but it's not limited to just that. Node.js is an open-source and cross-platform JavaScript runtime environment. It is a popular tool for almost any kind of project! Node.js runs the V8 JavaScript engine, the core of Google Chrome, outside of the browser. This allows Node.js to be very performant. A Node.js app runs in a single process, without creating a new thread for every request. Node.js provides a set of asynchronous I/O primitives in its standard library that prevent JavaScript code from blocking and generally, libraries in Node.js are written using non-blocking paradigms, making blocking behavior the exception rather than the norm. When Node.js performs an I/O operation, like reading from the network, accessing a database or the filesystem, instead of blocking the thread and wasting CPU cycles waiting, Node.js will resume the operations when the response comes back. This allows Node.js to handle thousands of concurrent connections with a single server without introducing the burden of managing thread concurrency, which could be a significant source of bugs. Node.js has a unique advantage because millions of frontend developers that write JavaScript for the browser are now able to write the server-side code in addition to the client-side code without the need to learn a completely different language. In Node.js the new ECMAScript standards can be used without problems, as you don't have to wait for all your users to update their browsers - you are in charge of deciding which ECMAScript version to use by changing the Node.js version, and you can also enable specific experimental features by running Node.js with flags.",any,no,free,https://nodejs.dev/en/learn/
181,react,Quick Start React,"Welcome to the React documentation! This page will give you an introduction to the 80% of React concepts that you will use on a daily basis. You will learn: how to create and nest components, how to add markup and styles, how to display data, how to render conditions and lists, how to respond to events and update the screen, how to share data between components.",any,no,free,https://react.dev/learn
182,w3schools,jQuery Introduction,"jQuery is a lightweight, ""write less, do more"", JavaScript library. The purpose of jQuery is to make it much easier to use JavaScript on your website. jQuery takes a lot of common tasks that require many lines of JavaScript code to accomplish, and wraps them into methods that you can call with a single line of code. jQuery also simplifies a lot of the complicated things from JavaScript, like AJAX calls and DOM manipulation. The jQuery library contains the following features: HTML/DOM manipulation, CSS manipulation, HTML event methods, Effects and animations, AJAX, Utilities.",any,no,free,https://www.w3schools.com/jquery/jquery_intro.asp
183,youtube,Node.js Tutorial for Beginners: Learn Node in 1 Hour,Node.js Tutorial for Beginners: Learn Node in 1 Hour,any,no,free,https://www.youtube.com/watch?v=TlB_eWDSMt4
184,youtube,Learn Express JS in 35 Minutes,ExpressJS is the most popular Node.js web server framework and is the basis of thousands of sites. In this video I will be breaking down every important aspect of Express for you so you can truly master ExpressJS.,any,no,free,https://www.youtube.com/watch?v=SccSCuHhOw0
185,simplilearn,Angular Tutorial for Beginners,"In the current work space, there are various frameworks and libraries designed to provide alternative solutions. And when it comes to front-end web development, Angular addresses most of the issues developers face when using JavaScript on its own. Angular is an open-source, JavaScript framework written in TypeScript, with clear advantages and a standard structure for developers on a team to work with. Skills covered: Angular, Angular Components, Typescript, Angular Forms, angular CLI.",beginner,no,free,https://www.simplilearn.com/tutorials/angular-tutorial
186,vuejs,Vue JS Tutorial,"The goal of this tutorial is to quickly give you an experience of what it feels like to work with Vue, right in the browser. It does not aim to be comprehensive, and you don't need to understand everything before moving on. However, after you complete it, make sure to also read the Guide which covers each topic in more detail. You can edit the code on the right and see the result update instantly. Each step will introduce a core feature of Vue, and you will be expected to complete the code to get the demo working. If you get stuck, you will have a ""Show me!"" button that reveals the working code for you. Try not to rely on it too much - you'll learn faster by figuring things out on your own. If you are an experienced developer coming from Vue 2 or other frameworks, there are a few settings you can tweak to make the best use of this tutorial. If you are a beginner, it's recommended to go with the defaults.",intermediate,no,free,https://vuejs.org/tutorial/#step-1
187,youtube,Angular Tutorial for Beginners: Learn Angular & TypeScript,Angular tutorial for beginners: Learn Angular & TypeScript from scratch.,beginner,no,free,https://www.youtube.com/watch?v=k5E2AVpwsko
188,youtube,Vue.js Course for Beginners,Learn Vue 3 by in this full course. Vue.js is an open-source model–view–view model front end JavaScript framework for building user interfaces and single-page applications.,beginner,no,free,https://www.youtube.com/watch?v=FXpIoQ_rT_c
189,youtube,How to Make a Website with WordPress,"Learn every step to make a WordPress website in this beginner's course. No coding necessary! You will learn how to get a domain name and hosting, install Wordpress, use a theme, customize the exact website you want, and more.",beginner,no,free,https://www.youtube.com/watch?v=O79pJ7qXwoE
190,youtube,Learn Flask for Python - Full Tutorial,Flask is a micro web framework written in Python. It is classified as a microframework because it does not require particular tools or libraries. Learn how to use it in this crash course tutorial.,beginner,no,free,https://www.youtube.com/watch?v=Z1RJmh_OqeA
191,youtube,"Python Website Full Tutorial - Flask, Authentication, Databases & More","In this video, I'm going to be showing you how to make a website with Python, covering Flask, authentication, databases, and more. The goal of this video is to give you what you need to make a finished product that you can tweak, and turn into anything you like. We're going to also go over how you create a new user's account, how you store those in a database, how to log into those user accounts, how to log out of them, and how you associate that information with a specific user. ",beginner,no,free,https://www.youtube.com/watch?v=dam0GPOAvVI
